grp,vcov,sdcor,Percent,Rmse,Heritability,R_squared,Env.DAP,Vegetation.Index,DAP,Year,Env
Range,0.000633067313746296,0.025160828955865,38.72,0.0229097129893929,0.322,0.58329657835928,TXH1.2021.66,VARI,66,2021,TXH1.2021
Replicate,0,0,0,0.0229097129893929,0.322,0.58329657835928,TXH1.2021.66,VARI,66,2021,TXH1.2021
Residual,0.000681235736084944,0.0261004930237906,41.67,0.0229097129893929,0.322,0.58329657835928,TXH1.2021.66,VARI,66,2021,TXH1.2021
Pedigree,9.12342487262835e-05,0.00955166209234202,11.93,0.0194231490880754,0.278,0.379384256023426,TXH1.2021.66,BGI,66,2021,TXH1.2021
Pass,0.00013522753755689,0.0116287375736531,17.68,0.0194231490880754,0.278,0.379384256023426,TXH1.2021.66,BGI,66,2021,TXH1.2021
Range,3.223569693524e-05,0.00567764889150782,4.22,0.0194231490880754,0.278,0.379384256023426,TXH1.2021.66,BGI,66,2021,TXH1.2021
Replicate,3.14489236322621e-05,0.00560793398964914,4.11,0.0194231490880754,0.278,0.379384256023426,TXH1.2021.66,BGI,66,2021,TXH1.2021
Residual,0.00047463600634667,0.021786142530211,62.06,0.0194231490880754,0.278,0.379384256023426,TXH1.2021.66,BGI,66,2021,TXH1.2021
Pedigree,8.05053885433613e-05,0.00897247950921936,4.52,0.013426072144205,0.393,0.860152912315315,TXH1.2021.66,BI_new,66,2021,TXH1.2021
Pass,0.00030974992977306,0.0175997139116822,17.39,0.013426072144205,0.393,0.860152912315315,TXH1.2021.66,BI_new,66,2021,TXH1.2021
Range,0.00114182475940743,0.0337908975821512,64.11,0.013426072144205,0.393,0.860152912315315,TXH1.2021.66,BI_new,66,2021,TXH1.2021
Replicate,7.04289603974529e-12,2.65384551919385e-06,0,0.013426072144205,0.393,0.860152912315315,TXH1.2021.66,BI_new,66,2021,TXH1.2021
Residual,0.000249091684614087,0.0157826387088499,13.98,0.013426072144205,0.393,0.860152912315315,TXH1.2021.66,BI_new,66,2021,TXH1.2021
Pedigree,6.18233161505016e-05,0.00786278043382248,17.85,0.0115462518234858,0.404,0.472642119751718,TXH1.2021.66,GLI_new,66,2021,TXH1.2021
Pass,7.49336873229919e-05,0.00865642462700345,21.63,0.0115462518234858,0.404,0.472642119751718,TXH1.2021.66,GLI_new,66,2021,TXH1.2021
Range,2.32732751195631e-05,0.00482423829423497,6.72,0.0115462518234858,0.404,0.472642119751718,TXH1.2021.66,GLI_new,66,2021,TXH1.2021
Replicate,3.69049870654968e-06,0.00192106707497414,1.07,0.0115462518234858,0.404,0.472642119751718,TXH1.2021.66,GLI_new,66,2021,TXH1.2021
Residual,0.000182674032764317,0.0135156957928298,52.74,0.0115462518234858,0.404,0.472642119751718,TXH1.2021.66,GLI_new,66,2021,TXH1.2021
Pedigree,7.3328706564363e-05,0.00856321823640873,12.54,0.0137123089767029,0.368,0.569093816455584,TXH1.2021.66,NGRDI_new,66,2021,TXH1.2021
Pass,7.63729042545969e-05,0.00873915924186056,13.06,0.0137123089767029,0.368,0.569093816455584,TXH1.2021.66,NGRDI_new,66,2021,TXH1.2021
Range,0.000183103974751225,0.0135315917301412,31.31,0.0137123089767029,0.368,0.569093816455584,TXH1.2021.66,NGRDI_new,66,2021,TXH1.2021
Replicate,2.00316095354528e-12,1.41533068699343e-06,0,0.0137123089767029,0.368,0.569093816455584,TXH1.2021.66,NGRDI_new,66,2021,TXH1.2021
Residual,0.000251993575499831,0.0158743055123628,43.09,0.0137123089767029,0.368,0.569093816455584,TXH1.2021.66,NGRDI_new,66,2021,TXH1.2021
Pedigree,9.12356042366855e-05,0.00955173304886006,11.93,0.0194231161815471,0.278,0.379390987512291,TXH1.2021.66,BGI_new,66,2021,TXH1.2021
Pass,0.000135228122604504,0.0116287627288764,17.68,0.0194231161815471,0.278,0.379390987512291,TXH1.2021.66,BGI_new,66,2021,TXH1.2021
Range,3.22337804784711e-05,0.00567748011695956,4.21,0.0194231161815471,0.278,0.379390987512291,TXH1.2021.66,BGI_new,66,2021,TXH1.2021
Replicate,3.14566122357817e-05,0.00560861945899182,4.11,0.0194231161815471,0.278,0.379390987512291,TXH1.2021.66,BGI_new,66,2021,TXH1.2021
Residual,0.000474635053371452,0.0217861206590676,62.06,0.0194231161815471,0.278,0.379390987512291,TXH1.2021.66,BGI_new,66,2021,TXH1.2021
Pedigree,5.95896877566372e-06,0.00244109991103677,9.35,0.00540912454089004,0.249,0.434834978010745,TXH1.2021.66,BCC,66,2021,TXH1.2021
Pass,5.04733308870701e-06,0.00224662704708793,7.92,0.00540912454089004,0.249,0.434834978010745,TXH1.2021.66,BCC,66,2021,TXH1.2021
Range,1.66612560871328e-05,0.00408182019289592,26.14,0.00540912454089004,0.249,0.434834978010745,TXH1.2021.66,BCC,66,2021,TXH1.2021
Replicate,4.39613028175459e-08,0.000209669508554644,0.07,0.00540912454089004,0.249,0.434834978010745,TXH1.2021.66,BCC,66,2021,TXH1.2021
Residual,3.60172989311293e-05,0.00600144140445688,56.52,0.00540912454089004,0.249,0.434834978010745,TXH1.2021.66,BCC,66,2021,TXH1.2021
Pedigree,3.92949839367182e-05,0.00626857112400571,12.92,0.00912066525687316,0.405,0.621046090582208,TXH1.2021.66,CIVE,66,2021,TXH1.2021
Pass,7.96985668759784e-05,0.00892740538319944,26.2,0.00912066525687316,0.405,0.621046090582208,TXH1.2021.66,CIVE,66,2021,TXH1.2021
Range,6.53206585458957e-05,0.008082119681488,21.47,0.00912066525687316,0.405,0.621046090582208,TXH1.2021.66,CIVE,66,2021,TXH1.2021
Replicate,4.63646441287582e-06,0.00215324508890089,1.52,0.00912066525687316,0.405,0.621046090582208,TXH1.2021.66,CIVE,66,2021,TXH1.2021
Residual,0.000115295140889942,0.0107375574918108,37.9,0.00912066525687316,0.405,0.621046090582208,TXH1.2021.66,CIVE,66,2021,TXH1.2021
Pedigree,0.00343966990304474,0.0586486990737624,19.09,0.080201522800081,0.433,0.500651873060886,TXH1.2021.66,COM1,66,2021,TXH1.2021
Pass,0.0045537052209874,0.067481147152278,25.27,0.080201522800081,0.433,0.500651873060886,TXH1.2021.66,COM1,66,2021,TXH1.2021
Range,0.000990339929395548,0.0314696668141807,5.5,0.080201522800081,0.433,0.500651873060886,TXH1.2021.66,COM1,66,2021,TXH1.2021
Replicate,3.9127578316444e-05,0.00625520409870405,0.22,0.080201522800081,0.433,0.500651873060886,TXH1.2021.66,COM1,66,2021,TXH1.2021
Residual,0.0089993462728539,0.0948648842978997,49.93,0.080201522800081,0.433,0.500651873060886,TXH1.2021.66,COM1,66,2021,TXH1.2021
Pedigree,4.98796683908581e-05,0.00706255395666879,20.25,0.00941322859366267,0.445,0.494059440490457,TXH1.2021.66,COM2,66,2021,TXH1.2021
Pass,6.17800415356038e-05,0.00786002808745642,25.08,0.00941322859366267,0.445,0.494059440490457,TXH1.2021.66,COM2,66,2021,TXH1.2021
Range,1.0039223382718e-05,0.00316847335206059,4.08,0.00941322859366267,0.445,0.494059440490457,TXH1.2021.66,COM2,66,2021,TXH1.2021
Replicate,6.77663647204788e-13,8.23203284252917e-07,0,0.00941322859366267,0.445,0.494059440490457,TXH1.2021.66,COM2,66,2021,TXH1.2021
Residual,0.000124625544432255,0.0111635811652111,50.59,0.00941322859366267,0.445,0.494059440490457,TXH1.2021.66,COM2,66,2021,TXH1.2021
Pedigree,0.000241118584544733,0.0155279935775596,12.31,0.0227651463493609,0.402,0.6339603762495,TXH1.2021.66,ExG,66,2021,TXH1.2021
Pass,0.00050207208625422,0.022406965128152,25.63,0.0227651463493609,0.402,0.6339603762495,TXH1.2021.66,ExG,66,2021,TXH1.2021
Range,0.000479434923692367,0.0218960024591789,24.48,0.0227651463493609,0.402,0.6339603762495,TXH1.2021.66,ExG,66,2021,TXH1.2021
Replicate,1.91594888476405e-05,0.00437715533738985,0.98,0.0227651463493609,0.402,0.6339603762495,TXH1.2021.66,ExG,66,2021,TXH1.2021
Residual,0.000716988887181631,0.0267766481692842,36.6,0.0227651463493609,0.402,0.6339603762495,TXH1.2021.66,ExG,66,2021,TXH1.2021
Pedigree,0.000150948045225563,0.0122860915357799,18.38,0.0176469269214598,0.413,0.477122877532315,TXH1.2021.66,ExG2,66,2021,TXH1.2021
Pass,0.000173882259170547,0.013186442248406,21.17,0.0176469269214598,0.413,0.477122877532315,TXH1.2021.66,ExG2,66,2021,TXH1.2021
Range,6.06519593041968e-05,0.00778793678095789,7.39,0.0176469269214598,0.413,0.477122877532315,TXH1.2021.66,ExG2,66,2021,TXH1.2021
Replicate,6.32193426304537e-06,0.00251434569282853,0.77,0.0176469269214598,0.413,0.477122877532315,TXH1.2021.66,ExG2,66,2021,TXH1.2021
Residual,0.000429376710379942,0.0207214070559878,52.29,0.0176469269214598,0.413,0.477122877532315,TXH1.2021.66,ExG2,66,2021,TXH1.2021
Pedigree,0.000541279814788184,0.023265421010336,16.04,0.0332250050988355,0.414,0.546032883977608,TXH1.2021.66,ExGR,66,2021,TXH1.2021
Pass,0.000907444320990654,0.0301238165077178,26.89,0.0332250050988355,0.414,0.546032883977608,TXH1.2021.66,ExGR,66,2021,TXH1.2021
Range,0.000277754083360848,0.0166659558189996,8.23,0.0332250050988355,0.414,0.546032883977608,TXH1.2021.66,ExGR,66,2021,TXH1.2021
Replicate,0.000116082180653712,0.010774144079866,3.44,0.0332250050988355,0.414,0.546032883977608,TXH1.2021.66,ExGR,66,2021,TXH1.2021
Residual,0.00153188911389002,0.0391393550520448,45.4,0.0332250050988355,0.414,0.546032883977608,TXH1.2021.66,ExGR,66,2021,TXH1.2021
Pedigree,7.63277030910325e-05,0.00873657273139945,11.98,0.014540022068697,0.352,0.559250791443323,TXH1.2021.66,EXR,66,2021,TXH1.2021
Pass,9.39063236115307e-05,0.00969052751977573,14.73,0.014540022068697,0.352,0.559250791443323,TXH1.2021.66,EXR,66,2021,TXH1.2021
Range,0.000186195444284823,0.0136453451508133,29.21,0.014540022068697,0.352,0.559250791443323,TXH1.2021.66,EXR,66,2021,TXH1.2021
Replicate,3.17362735488863e-14,1.78146775297467e-07,0,0.014540022068697,0.352,0.559250791443323,TXH1.2021.66,EXR,66,2021,TXH1.2021
Residual,0.000280904398637538,0.0167602028220883,44.07,0.014540022068697,0.352,0.559250791443323,TXH1.2021.66,EXR,66,2021,TXH1.2021
Pedigree,6.81588951862046e-05,0.00825584006544486,8.51,0.0149504232110364,0.318,0.634890038734305,TXH1.2021.66,GminusB,66,2021,TXH1.2021
Pass,0.000148448473462971,0.0121839432641067,18.54,0.0149504232110364,0.318,0.634890038734305,TXH1.2021.66,GminusB,66,2021,TXH1.2021
Range,0.000291849253979237,0.0170835960494047,36.44,0.0149504232110364,0.318,0.634890038734305,TXH1.2021.66,GminusB,66,2021,TXH1.2021
Replicate,5.0958989346854e-13,7.13855653104001e-07,0,0.0149504232110364,0.318,0.634890038734305,TXH1.2021.66,GminusB,66,2021,TXH1.2021
Residual,0.000292401150834391,0.0170997412505099,36.51,0.0149504232110364,0.318,0.634890038734305,TXH1.2021.66,GminusB,66,2021,TXH1.2021
Pedigree,6.91807257508758e-05,0.00831749516085677,17.17,0.01011577362132,0.481,0.629728650008732,TXH1.2021.66,GminusR,66,2021,TXH1.2021
Pass,0.000110701686997908,0.0105214869195332,27.48,0.01011577362132,0.481,0.629728650008732,TXH1.2021.66,GminusR,66,2021,TXH1.2021
Range,4.33640802230712e-05,0.00658514086584875,10.76,0.01011577362132,0.481,0.629728650008732,TXH1.2021.66,GminusR,66,2021,TXH1.2021
Replicate,3.04621029360134e-05,0.00551924840318076,7.56,0.01011577362132,0.481,0.629728650008732,TXH1.2021.66,GminusR,66,2021,TXH1.2021
Residual,0.000149176989660377,0.0122138032430679,37.03,0.01011577362132,0.481,0.629728650008732,TXH1.2021.66,GminusR,66,2021,TXH1.2021
Pedigree,0.000881312834349184,0.029686913520088,16.3,0.0502338975959687,0.348,0.388540972773319,TXH1.2021.66,GdivB,66,2021,TXH1.2021
Pass,0.000849487046473602,0.0291459610662198,15.71,0.0502338975959687,0.348,0.388540972773319,TXH1.2021.66,GdivB,66,2021,TXH1.2021
Range,0.000227248506193949,0.0150747638851807,4.2,0.0502338975959687,0.348,0.388540972773319,TXH1.2021.66,GdivB,66,2021,TXH1.2021
Replicate,0.000142480635123549,0.0119365252533369,2.64,0.0502338975959687,0.348,0.388540972773319,TXH1.2021.66,GdivB,66,2021,TXH1.2021
Residual,0.00330566792833106,0.0574949382844356,61.15,0.0502338975959687,0.348,0.388540972773319,TXH1.2021.66,GdivB,66,2021,TXH1.2021
Pedigree,0.000733270074354425,0.0270789599939589,12.06,0.0432418098908421,0.369,0.588396667660301,TXH1.2021.66,GdivR,66,2021,TXH1.2021
Pass,0.000654144691513823,0.0255762524915951,10.76,0.0432418098908421,0.369,0.588396667660301,TXH1.2021.66,GdivR,66,2021,TXH1.2021
Range,0.00219113414823096,0.0468095518909438,36.03,0.0432418098908421,0.369,0.588396667660301,TXH1.2021.66,GdivR,66,2021,TXH1.2021
Replicate,4.88580184529702e-11,6.98985110377683e-06,0,0.0432418098908421,0.369,0.588396667660301,TXH1.2021.66,GdivR,66,2021,TXH1.2021
Residual,0.00250331580556187,0.0500331470683374,41.16,0.0432418098908421,0.369,0.588396667660301,TXH1.2021.66,GdivR,66,2021,TXH1.2021
Pedigree,1.67709458874491e-05,0.00409523453387582,18.38,0.00588238317182069,0.413,0.477114730745008,TXH1.2021.66,GCC,66,2021,TXH1.2021
Pass,1.93201924978602e-05,0.00439547409250245,21.17,0.00588238317182069,0.413,0.477114730745008,TXH1.2021.66,GCC,66,2021,TXH1.2021
Range,6.739428215515e-06,0.00259604087323659,7.39,0.00588238317182069,0.413,0.477114730745008,TXH1.2021.66,GCC,66,2021,TXH1.2021
Replicate,7.02493208806267e-07,0.000838148679415691,0.77,0.00588238317182069,0.413,0.477114730745008,TXH1.2021.66,GCC,66,2021,TXH1.2021
Residual,4.77092703981464e-05,0.00690718976126662,52.29,0.00588238317182069,0.413,0.477114730745008,TXH1.2021.66,GCC,66,2021,TXH1.2021
Pedigree,0.000102071097012188,0.0101030241518165,14.12,0.0129380905217131,0.459,0.666790745303623,TXH1.2021.66,MExG,66,2021,TXH1.2021
Pass,0.000202775114165312,0.0142399127162111,28.04,0.0129380905217131,0.459,0.666790745303623,TXH1.2021.66,MExG,66,2021,TXH1.2021
Range,0.000149171861312705,0.01221359330061,20.63,0.0129380905217131,0.459,0.666790745303623,TXH1.2021.66,MExG,66,2021,TXH1.2021
Replicate,2.81213094498976e-05,0.00530295289908346,3.89,0.0129380905217131,0.459,0.666790745303623,TXH1.2021.66,MExG,66,2021,TXH1.2021
Residual,0.000240935113823273,0.0155220847125402,33.32,0.0129380905217131,0.459,0.666790745303623,TXH1.2021.66,MExG,66,2021,TXH1.2021
Pedigree,0.000230035671788789,0.0151669269065552,12.75,0.024325168742259,0.367,0.560360562890907,TXH1.2021.66,MGVRI,66,2021,TXH1.2021
Pass,0.000253765720599793,0.0159300257564071,14.07,0.024325168742259,0.367,0.560360562890907,TXH1.2021.66,MGVRI,66,2021,TXH1.2021
Range,0.000527139498584093,0.022959518692344,29.22,0.024325168742259,0.367,0.560360562890907,TXH1.2021.66,MGVRI,66,2021,TXH1.2021
Replicate,0,0,0,0.024325168742259,0.367,0.560360562890907,TXH1.2021.66,MGVRI,66,2021,TXH1.2021
Residual,0.000793149114500264,0.0281629031617883,43.96,0.024325168742259,0.367,0.560360562890907,TXH1.2021.66,MGVRI,66,2021,TXH1.2021
Pedigree,1.2014175285559,1.096091934354,12.54,1.75517554897224,0.368,0.569093816484405,TXH1.2021.66,NDI,66,2021,TXH1.2021
Pass,1.25129366300555,1.11861238282327,13.06,1.75517554897224,0.368,0.569093816484405,TXH1.2021.66,NDI,66,2021,TXH1.2021
Range,2.99997552290892,1.7320437416269,31.31,1.75517554897224,0.368,0.569093816484405,TXH1.2021.66,NDI,66,2021,TXH1.2021
Replicate,3.28197418936365e-08,0.000181162197750073,0,1.75517554897224,0.368,0.569093816484405,TXH1.2021.66,NDI,66,2021,TXH1.2021
Residual,4.12866274087383,2.03191110555404,43.09,1.75517554897224,0.368,0.569093816484405,TXH1.2021.66,NDI,66,2021,TXH1.2021
Pedigree,4.40629220422743e-05,0.006637990813663,6.07,0.0163095827167713,0.22,0.568755539397757,TXH1.2021.66,NDRBI,66,2021,TXH1.2021
Pass,8.91332848227816e-06,0.00298551980101927,1.23,0.0163095827167713,0.22,0.568755539397757,TXH1.2021.66,NDRBI,66,2021,TXH1.2021
Range,0.000360189993675427,0.0189786720735521,49.58,0.0163095827167713,0.22,0.568755539397757,TXH1.2021.66,NDRBI,66,2021,TXH1.2021
Replicate,0,0,0,0.0163095827167713,0.22,0.568755539397757,TXH1.2021.66,NDRBI,66,2021,TXH1.2021
Residual,0.000313272824222057,0.0176995148018825,43.12,0.0163095827167713,0.22,0.568755539397757,TXH1.2021.66,NDRBI,66,2021,TXH1.2021
Pedigree,5.80693037213202e-05,0.00762032175969757,13.45,0.0144531432567491,0.303,0.382159094358134,TXH1.2021.66,NGBDI,66,2021,TXH1.2021
Pass,7.36984535399728e-05,0.00858478034314058,17.07,0.0144531432567491,0.303,0.382159094358134,TXH1.2021.66,NGBDI,66,2021,TXH1.2021
Range,1.80173050040325e-05,0.0042446796114704,4.17,0.0144531432567491,0.303,0.382159094358134,TXH1.2021.66,NGBDI,66,2021,TXH1.2021
Replicate,1.51714381246072e-05,0.00389505303232282,3.51,0.0144531432567491,0.303,0.382159094358134,TXH1.2021.66,NGBDI,66,2021,TXH1.2021
Residual,0.000266687029294975,0.0163305550822676,61.78,0.0144531432567491,0.303,0.382159094358134,TXH1.2021.66,NGBDI,66,2021,TXH1.2021
Pedigree,3.12487880844638e-05,0.00559006154567763,7.24,0.0116537108181122,0.272,0.612398109493558,TXH1.2021.66,RminusB,66,2021,TXH1.2021
Pass,1.16438282286132e-05,0.00341230541256395,2.7,0.0116537108181122,0.272,0.612398109493558,TXH1.2021.66,RminusB,66,2021,TXH1.2021
Range,0.000221518491804149,0.0148834972974818,51.31,0.0116537108181122,0.272,0.612398109493558,TXH1.2021.66,RminusB,66,2021,TXH1.2021
Replicate,1.2011873735564e-13,3.46581501750511e-07,0,0.0116537108181122,0.272,0.612398109493558,TXH1.2021.66,RminusB,66,2021,TXH1.2021
Residual,0.000167352321692261,0.0129364725366794,38.76,0.0116537108181122,0.272,0.612398109493558,TXH1.2021.66,RminusB,66,2021,TXH1.2021
Pedigree,0.000213120243571001,0.0145986384149687,6.04,0.0361618589725116,0.217,0.56357716144416,TXH1.2021.66,RdivB,66,2021,TXH1.2021
Pass,4.90140876355793e-05,0.00700100618736902,1.39,0.0361618589725116,0.217,0.56357716144416,TXH1.2021.66,RdivB,66,2021,TXH1.2021
Range,0.00172681198771463,0.0415549273578312,48.93,0.0361618589725116,0.217,0.56357716144416,TXH1.2021.66,RdivB,66,2021,TXH1.2021
Replicate,1.37433252533349e-11,3.70719911163872e-06,0,0.0361618589725116,0.217,0.56357716144416,TXH1.2021.66,RdivB,66,2021,TXH1.2021
Residual,0.00154020010678287,0.0392453832543762,43.64,0.0361618589725116,0.217,0.56357716144416,TXH1.2021.66,RdivB,66,2021,TXH1.2021
Pedigree,8.22420713150525e-06,0.00286778784632079,8.65,0.0054104018439303,0.306,0.60676130163601,TXH1.2021.66,RCC,66,2021,TXH1.2021
Pass,5.82097849789207e-06,0.00241267040805247,6.13,0.0054104018439303,0.306,0.60676130163601,TXH1.2021.66,RCC,66,2021,TXH1.2021
Range,4.36114331417864e-05,0.00660389530063783,45.9,0.0054104018439303,0.306,0.60676130163601,TXH1.2021.66,RCC,66,2021,TXH1.2021
Replicate,0,0,0,0.0054104018439303,0.306,0.60676130163601,TXH1.2021.66,RCC,66,2021,TXH1.2021
Residual,3.73669409313291e-05,0.00611285047513262,39.32,0.0054104018439303,0.306,0.60676130163601,TXH1.2021.66,RCC,66,2021,TXH1.2021
Pedigree,5.89320974202585e-06,0.00242759340541736,4.4,0.0047792153573834,0.286,0.780906079357997,TXH1.2021.66,MRCC,66,2021,TXH1.2021
Pass,1.70190914775875e-05,0.00412542015770364,12.7,0.0047792153573834,0.286,0.780906079357997,TXH1.2021.66,MRCC,66,2021,TXH1.2021
Range,8.17756902838754e-05,0.00904299122436129,61,0.0047792153573834,0.286,0.780906079357997,TXH1.2021.66,MRCC,66,2021,TXH1.2021
Replicate,4.58580456521485e-13,6.77185688361386e-07,0,0.0047792153573834,0.286,0.780906079357997,TXH1.2021.66,MRCC,66,2021,TXH1.2021
Residual,2.93716532748278e-05,0.00541956209253366,21.91,0.0047792153573834,0.286,0.780906079357997,TXH1.2021.66,MRCC,66,2021,TXH1.2021
Pedigree,0.000179256528336751,0.0133886716419797,16.93,0.0205383011515637,0.386,0.461154692258986,TXH1.2021.66,RGBVI,66,2021,TXH1.2021
Pass,0.000238548744084152,0.0154450232788478,22.53,0.0205383011515637,0.386,0.461154692258986,TXH1.2021.66,RGBVI,66,2021,TXH1.2021
Range,5.07295588918801e-05,0.00712246859535934,4.79,0.0205383011515637,0.386,0.461154692258986,TXH1.2021.66,RGBVI,66,2021,TXH1.2021
Replicate,1.97595075640285e-05,0.00444516676447898,1.87,0.0205383011515637,0.386,0.461154692258986,TXH1.2021.66,RGBVI,66,2021,TXH1.2021
Residual,0.000570557163825852,0.0238863384348847,53.88,0.0205383011515637,0.386,0.461154692258986,TXH1.2021.66,RGBVI,66,2021,TXH1.2021
Pedigree,0.000196937864491954,0.0140334551872286,6.64,0.0146747816180065,0.543,0.888313527752049,TXH1.2021.66,TGI,66,2021,TXH1.2021
Pass,0.000635806616202105,0.025215206051153,21.42,0.0146747816180065,0.543,0.888313527752049,TXH1.2021.66,TGI,66,2021,TXH1.2021
Range,0.00178175928168615,0.0422108905578425,60.04,0.0146747816180065,0.543,0.888313527752049,TXH1.2021.66,TGI,66,2021,TXH1.2021
Replicate,2.18011532969311e-05,0.00466917051486997,0.73,0.0146747816180065,0.543,0.888313527752049,TXH1.2021.66,TGI,66,2021,TXH1.2021
Residual,0.000331459092542491,0.0182060180309284,11.17,0.0146747816180065,0.543,0.888313527752049,TXH1.2021.66,TGI,66,2021,TXH1.2021
Pedigree,0.000721303664196832,0.0268570970917713,17.48,0.0373818500695268,0.426,0.528330366749871,TXH1.2021.66,VEG,66,2021,TXH1.2021
Pass,0.000710953548777961,0.0266637122092548,17.23,0.0373818500695268,0.426,0.528330366749871,TXH1.2021.66,VEG,66,2021,TXH1.2021
Range,0.000748244193207101,0.0273540525920219,18.13,0.0373818500695268,0.426,0.528330366749871,TXH1.2021.66,VEG,66,2021,TXH1.2021
Replicate,0,0,0,0.0373818500695268,0.426,0.528330366749871,TXH1.2021.66,VEG,66,2021,TXH1.2021
Residual,0.00194665376681276,0.0441208994334064,47.17,0.0373818500695268,0.426,0.528330366749871,TXH1.2021.66,VEG,66,2021,TXH1.2021
Pedigree,8.02051852345507e-05,0.00895573476798809,6.68,0.0206102081507013,0.24,0.576093790165592,TXH1.2021.66,NRMBI,66,2021,TXH1.2021
Pass,2.05087173572142e-05,0.00452865513781015,1.71,0.0206102081507013,0.24,0.576093790165592,TXH1.2021.66,NRMBI,66,2021,TXH1.2021
Range,0.000590688634983301,0.0243040867959136,49.22,0.0206102081507013,0.24,0.576093790165592,TXH1.2021.66,NRMBI,66,2021,TXH1.2021
Replicate,5.18747920148922e-13,7.20241570689253e-07,0,0.0206102081507013,0.24,0.576093790165592,TXH1.2021.66,NRMBI,66,2021,TXH1.2021
Residual,0.000508753668927751,0.0225555684682907,42.39,0.0206102081507013,0.24,0.576093790165592,TXH1.2021.66,NRMBI,66,2021,TXH1.2021
Pedigree,0.000120170097262226,0.0109622122430751,12.26,0.0175208886268466,0.369,0.580539457785243,TXH1.2021.66,MSRGR,66,2021,TXH1.2021
Pass,0.000114900325644821,0.0107191569465523,11.72,0.0175208886268466,0.369,0.580539457785243,TXH1.2021.66,MSRGR,66,2021,TXH1.2021
Range,0.000334073723226757,0.0182776837489535,34.08,0.0175208886268466,0.369,0.580539457785243,TXH1.2021.66,MSRGR,66,2021,TXH1.2021
Replicate,0,0,0,0.0175208886268466,0.369,0.580539457785243,TXH1.2021.66,MSRGR,66,2021,TXH1.2021
Residual,0.000411227021581631,0.0202787332341453,41.95,0.0175208886268466,0.369,0.580539457785243,TXH1.2021.66,MSRGR,66,2021,TXH1.2021
Pedigree,2.68996509277221e-05,0.00518648733997511,12.69,0.00831238436912397,0.367,0.563075077762914,TXH1.2021.66,TNDGR,66,2021,TXH1.2021
Pass,2.90249208353316e-05,0.00538747815172661,13.69,0.00831238436912397,0.367,0.563075077762914,TXH1.2021.66,TNDGR,66,2021,TXH1.2021
Range,6.34290331753169e-05,0.00796423462583297,29.92,0.00831238436912397,0.367,0.563075077762914,TXH1.2021.66,TNDGR,66,2021,TXH1.2021
Replicate,7.92410336155477e-14,2.81497839450941e-07,0,0.00831238436912397,0.367,0.563075077762914,TXH1.2021.66,TNDGR,66,2021,TXH1.2021
Residual,9.26138745089216e-05,0.00962361026376908,43.69,0.00831238436912397,0.367,0.563075077762914,TXH1.2021.66,TNDGR,66,2021,TXH1.2021
Pedigree,9.44512484481658,3.07329218344377,8.3,3.15017520772171,0.551,0.864922028563342,TXH2.2021.66,BI,66,2021,TXH2.2021
Pass,23.2744474926213,4.824359801323,20.44,3.15017520772171,0.551,0.864922028563342,TXH2.2021.66,BI,66,2021,TXH2.2021
Range,37.7136556148519,6.1411444873779,33.13,3.15017520772171,0.551,0.864922028563342,TXH2.2021.66,BI,66,2021,TXH2.2021
Replicate,28.029551331228,5.29429422408955,24.62,3.15017520772171,0.551,0.864922028563342,TXH2.2021.66,BI,66,2021,TXH2.2021
Residual,15.3772849440832,3.92138813994269,13.51,3.15017520772171,0.551,0.864922028563342,TXH2.2021.66,BI,66,2021,TXH2.2021
Pedigree,6.44800493375787e-05,0.00802994703205312,25.77,0.00713614103714624,0.613,0.674359636175938,TXH2.2021.66,GLI,66,2021,TXH2.2021
Pass,3.28610648691626e-05,0.00573245714063024,13.13,0.00713614103714624,0.613,0.674359636175938,TXH2.2021.66,GLI,66,2021,TXH2.2021
Range,6.13225344041833e-05,0.00783087060320775,24.5,0.00713614103714624,0.613,0.674359636175938,TXH2.2021.66,GLI,66,2021,TXH2.2021
Replicate,1.0096137788286e-05,0.00317744201965763,4.03,0.00713614103714624,0.613,0.674359636175938,TXH2.2021.66,GLI,66,2021,TXH2.2021
Residual,8.14921227396419e-05,0.0090272987509909,32.56,0.00713614103714624,0.613,0.674359636175938,TXH2.2021.66,GLI,66,2021,TXH2.2021
Pedigree,9.04220770738491e-05,0.00950905237517646,16.46,0.00943079317213189,0.568,0.749373063707694,TXH2.2021.66,NGRDI,66,2021,TXH2.2021
Pass,6.05076600878926e-05,0.00777866698656605,11.02,0.00943079317213189,0.568,0.749373063707694,TXH2.2021.66,NGRDI,66,2021,TXH2.2021
Range,0.000260704070065678,0.0161463330222586,47.46,0.00943079317213189,0.568,0.749373063707694,TXH2.2021.66,NGRDI,66,2021,TXH2.2021
Replicate,0,0,0,0.00943079317213189,0.568,0.749373063707694,TXH2.2021.66,NGRDI,66,2021,TXH2.2021
Residual,0.000137670440767254,0.0117333047675092,25.06,0.00943079317213189,0.568,0.749373063707694,TXH2.2021.66,NGRDI,66,2021,TXH2.2021
Pedigree,0.000230761696710369,0.0151908425279959,14.09,0.0168533896580452,0.521,0.740905744493247,TXH2.2021.66,VARI,66,2021,TXH2.2021
Pass,0.000177178813257164,0.0133108532129674,10.82,0.0168533896580452,0.521,0.740905744493247,TXH2.2021.66,VARI,66,2021,TXH2.2021
