Method,Model,Time_Domain,Series,CV,Seed,Fold,N,Environments,Correlation,RMSE,Equal_Environment_RMSE
TNP,VI+genomic,DAP,TNP VI+G,CV1,1,3,1338,19,0.539389301253424,1.74785860961379,
TNP,VI+genomic,DAP,TNP VI+G,CV1,2,3,1277,19,0.453371163813956,1.71944676467578,
TNP,VI+genomic,DAP,TNP VI+G,CV1,3,3,1300,19,0.520682278998082,1.60733015225336,
TNP,VI+genomic,DAP,TNP VI+G,CV1,4,3,1310,19,0.517644165824932,1.68435075273404,
TNP,VI+genomic,DAP,TNP VI+G,CV1,5,3,1337,19,0.476642852739892,1.70914154731161,
TNP,VI+genomic,DAP,TNP VI+G,CV1,1,4,1302,19,0.522374936742933,1.71145459897367,
TNP,VI+genomic,DAP,TNP VI+G,CV1,2,4,1293,19,0.445066597065884,1.79757394255257,
TNP,VI+genomic,DAP,TNP VI+G,CV1,3,4,1328,19,0.514226634447512,1.80175135818282,
TNP,VI+genomic,DAP,TNP VI+G,CV1,4,4,1263,19,0.519203232773483,1.75306151135252,
TNP,VI+genomic,DAP,TNP VI+G,CV1,5,4,1275,19,0.537051340511695,1.72696768038148,
TNP,VI+genomic,DAP,TNP VI+G,CV1,1,5,1215,19,0.512836237091765,1.71651875589555,
TNP,VI+genomic,DAP,TNP VI+G,CV1,2,5,1307,19,0.579204420640918,1.78294977401845,
TNP,VI+genomic,DAP,TNP VI+G,CV1,3,5,1238,19,0.503981517413,1.75228081649334,
TNP,VI+genomic,DAP,TNP VI+G,CV1,4,5,1200,19,0.433556831909613,1.72487666775725,
TNP,VI+genomic,DAP,TNP VI+G,CV1,5,5,1248,19,0.577944818139189,1.78962108757639,
TNP,VI+genomic,DAP,TNP VI+G,CV2,1,1,5156,19,0.63059272582499,1.59293340403279,
TNP,VI+genomic,DAP,TNP VI+G,CV2,2,1,5187,19,0.633958728686303,1.60546270771625,
TNP,VI+genomic,DAP,TNP VI+G,CV2,3,1,5154,19,0.601535225826377,1.6176071627572,
TNP,VI+genomic,DAP,TNP VI+G,CV2,4,1,5120,19,0.609157637192131,1.59203163085249,
TNP,VI+genomic,DAP,TNP VI+G,CV2,5,1,5178,19,0.680894090134262,1.53207946162495,
TNP,VI+genomic,DAP,TNP VI+G,CV2,1,2,5148,19,0.597203938866953,1.63397911597797,
TNP,VI+genomic,DAP,TNP VI+G,CV2,2,2,5139,19,0.649070402019417,1.57515065206802,
TNP,VI+genomic,DAP,TNP VI+G,CV2,3,2,5161,19,0.61037225625435,1.62918589707375,
TNP,VI+genomic,DAP,TNP VI+G,CV2,4,2,5102,19,0.623941372336789,1.58682803771064,
TNP,VI+genomic,DAP,TNP VI+G,CV2,5,2,5131,19,0.576682549664838,1.66397725735806,
TNP,VI+genomic,DAP,TNP VI+G,CV2,1,3,5111,19,0.651283220920969,1.5362541238237,
TNP,VI+genomic,DAP,TNP VI+G,CV2,2,3,5172,19,0.536436036650055,1.71473324343327,
TNP,VI+genomic,DAP,TNP VI+G,CV2,3,3,5149,19,0.630342972087977,1.61362429273642,
TNP,VI+genomic,DAP,TNP VI+G,CV2,4,3,5139,19,0.582504833842315,1.65660728274015,
TNP,VI+genomic,DAP,TNP VI+G,CV2,5,3,5112,19,0.557342400396173,1.6886049632074,
TNP,VI+genomic,DAP,TNP VI+G,CV2,1,4,5147,19,0.582196121552069,1.65074481380161,
TNP,VI+genomic,DAP,TNP VI+G,CV2,2,4,5156,19,0.601436565260238,1.63829041349218,
TNP,VI+genomic,DAP,TNP VI+G,CV2,3,4,5121,19,0.577049382490401,1.63709775792505,
TNP,VI+genomic,DAP,TNP VI+G,CV2,4,4,5186,19,0.628284367630016,1.5758418817433,
TNP,VI+genomic,DAP,TNP VI+G,CV2,5,4,5174,19,0.63635393963129,1.54853692022435,
TNP,VI+genomic,DAP,TNP VI+G,CV2,1,5,5234,19,0.647770881862903,1.55944107919758,
TNP,VI+genomic,DAP,TNP VI+G,CV2,2,5,5142,19,0.656237667868826,1.55171769424413,
TNP,VI+genomic,DAP,TNP VI+G,CV2,3,5,5211,19,0.590841783750401,1.64251914760664,
TNP,VI+genomic,DAP,TNP VI+G,CV2,4,5,5249,19,0.598320121368564,1.64716333266673,
TNP,VI+genomic,DAP,TNP VI+G,CV2,5,5,5201,19,0.637882182216478,1.54671267230914,
