Method,Model,Time_Domain,Series,CV,Seed,Fold,Environment,N,Correlation,RMSE
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,1,WIH1.2021,188,0.532576035698634,2.0750993387799
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,1,WIH2.2020,521,0.287225734060587,2.79427251223367
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,1,WIH2.2020,524,0.298822570590838,3.02103607748513
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,1,WIH2.2020,524,0.297802356148878,2.67755975230571
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,1,WIH2.2020,519,0.354314898694827,2.66106434696143
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,1,WIH2.2020,520,0.285396658880146,2.78892061555914
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,1,WIH2.2021,523,0.312213293515931,2.31898567470025
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,1,WIH2.2021,524,0.356975759311539,2.07029570019397
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,1,WIH2.2021,525,0.330625004634353,2.15630926079879
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,1,WIH2.2021,519,0.347214870859602,2.37027523126693
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,1,WIH2.2021,523,0.311023362711978,2.30601082223238
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,1,WIH3.2020,188,0.333339552597986,2.34834943903879
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,1,WIH3.2020,189,0.274409232750288,2.37406286464238
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,1,WIH3.2020,187,0.325670568532359,2.29521791080897
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,1,WIH3.2020,185,0.282889333552181,2.39336924437136
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,1,WIH3.2020,189,0.346823516434629,2.33204516492659
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,1,WIH3.2021,186,0.45153254022252,1.80068602401273
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,1,WIH3.2021,188,0.539661037808578,2.11720004502598
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,1,WIH3.2021,186,0.429306411374572,1.8413660429016
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,1,WIH3.2021,185,0.541768136434693,1.6375329431482
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,1,WIH3.2021,188,0.496892447533081,1.872561434704
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,DEH1.2020,523,0.339941206586025,2.13915341738927
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,DEH1.2020,521,0.043450978350877,3.79946580305151
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,DEH1.2020,521,0.643827328088729,1.98183346451781
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,DEH1.2020,523,0.584961765033409,2.6198224426619
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,DEH1.2020,522,0.447197138332002,2.01897958339829
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,IAH4.2021,519,0.455054903587127,1.51864633333026
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,IAH4.2021,513,0.419021271442838,1.50193966950209
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,IAH4.2021,514,0.456024616904545,1.54301998640639
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,IAH4.2021,515,0.419740946918478,1.81620137395582
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,IAH4.2021,514,0.435221814300332,1.50696177153526
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,MIH1.2020,186,0.319538509427164,2.71193476285709
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,MIH1.2020,187,0.37103624531108,1.80722873746424
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,MIH1.2020,188,0.440969758517033,1.41772328574177
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,MIH1.2020,184,0.234754029284542,1.2917164308127
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,MIH1.2020,186,0.402273874408042,1.30002231320631
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,MNH1.2020,184,0.254733402914087,2.35922977805265
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,MNH1.2020,184,0.0548867299455091,2.20149633499066
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,MNH1.2020,185,0.192727670853914,2.19588236710401
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,MNH1.2020,181,0.208585726652308,2.06311750670385
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,MNH1.2020,183,0.163756943322107,2.06856414927615
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,MNH1.2021,188,0.380012559813178,1.40008557824707
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,MNH1.2021,189,0.446105194217651,1.50093053487176
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,MNH1.2021,190,0.417200137059702,1.66645493882359
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,MNH1.2021,186,0.546321105789846,1.29821853746926
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,MNH1.2021,188,0.551389767778122,1.51386235843744
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,MOH1.2020,458,0.164920859767294,4.81177965994514
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,MOH1.2020,456,0.137711759901014,3.46597067601234
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,MOH1.2020,463,0.171136311363977,4.3935328629117
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,MOH1.2020,454,0.153627897723947,4.38452709386811
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,MOH1.2020,457,0.164579083984672,4.82285660317469
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,NEH1.2021,186,0.273324175954443,3.32853123127224
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,NEH1.2021,186,0.291622843680811,3.26321364574922
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,NEH1.2021,187,0.365664201792206,3.38663958642912
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,NEH1.2021,183,0.43925802697738,3.38944555749007
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,NEH1.2021,185,0.365204266657378,3.723506216705
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,TXH1.2020,186,0.602728980439136,1.38003024656424
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,TXH1.2020,186,0.666347031892254,1.68690552240145
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,TXH1.2020,187,0.67967963701206,1.94895884347861
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,TXH1.2020,183,0.703111780697676,1.92725435511437
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,TXH1.2020,185,0.628312780611458,1.55081474457647
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,TXH1.2021,186,0.182005116652966,1.57289951089567
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,TXH1.2021,186,0.19191442256104,1.60832969247707
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,TXH1.2021,187,0.227913788415822,1.616597481633
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,TXH1.2021,183,0.130122078898855,1.69573760989041
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,TXH1.2021,185,0.238067075587559,1.65218119041878
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,TXH2.2020,186,0.515322706835441,1.54375854936702
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,TXH2.2020,186,0.551187061550897,1.94197486786289
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,TXH2.2020,187,0.595421469087643,1.66106731351255
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,TXH2.2020,183,0.469945643692116,1.65044435838173
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,TXH2.2020,185,0.464786929889668,1.82387761339838
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,TXH2.2021,186,0.136369138658055,2.02381970526253
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,TXH2.2021,186,0.120867834275971,2.00211866432151
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,TXH2.2021,187,0.0169990633857859,2.16979376494564
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,TXH2.2021,183,0.0802597341228827,1.74726566804782
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,TXH2.2021,185,-0.0638217124215543,2.48904908040531
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,TXH3.2020,188,-0.0507949410473732,3.43997431171036
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,TXH3.2020,189,-0.0662130255185802,3.21958716775339
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,TXH3.2020,190,0.00249090478350791,3.009423029665
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,TXH3.2020,186,0.023924721804433,2.04627673733531
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,TXH3.2020,188,-0.00975911600833206,3.04076187292772
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,TXH3.2021,186,0.442078163802695,4.43780289665157
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,TXH3.2021,186,0.326146387773938,3.70636488588015
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,TXH3.2021,187,0.401063589260985,3.19321829807904
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,TXH3.2021,183,0.489477551952332,3.62078479413243
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,TXH3.2021,185,0.410070865450501,4.18966074553767
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,WIH1.2020,184,0.555819447243664,1.96447270641031
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,WIH1.2020,184,0.511648271282684,2.22913240066281
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,WIH1.2020,185,0.512118654389595,2.11905964751647
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,WIH1.2020,181,0.392350948946266,1.90080039546265
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,WIH1.2020,183,0.536475289129137,1.89196457993367
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,WIH1.2021,186,0.439252452093496,2.56163801039729
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,WIH1.2021,186,0.395183372320431,2.4552137161015
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,WIH1.2021,187,0.53309207786712,2.87422287842887
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,WIH1.2021,183,0.442610278800279,2.13943907177673
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,WIH1.2021,185,0.466957281823416,2.2664631753606
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,WIH2.2020,520,0.331163593842115,2.84107183807147
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,WIH2.2020,520,0.304723800700176,2.94654451832524
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,WIH2.2020,519,0.314107831074936,2.98468715104675
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,WIH2.2020,521,0.318674962845017,2.70171594689221
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,WIH2.2020,522,0.321539554746809,2.76770217099283
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,WIH2.2021,524,0.249926818711047,2.25220283777951
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,WIH2.2021,521,0.37672357169448,2.27840460585529
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,WIH2.2021,522,0.253409782381453,2.34858411186523
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,WIH2.2021,523,0.332553471756249,2.79834174705917
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,WIH2.2021,522,0.336273126382729,2.74572125699795
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,WIH3.2020,186,0.310144565462813,2.339268166646
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,WIH3.2020,187,0.380536352920278,2.26095422222003
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,WIH3.2020,188,0.386111550362968,2.33095293011479
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,WIH3.2020,184,0.17100364308264,2.51362869889243
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,WIH3.2020,186,0.326143732593714,2.39588076500415
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,2,WIH3.2021,186,0.412979266276196,1.89218765215867
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,2,WIH3.2021,186,0.43936937060154,2.34217196163792
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,2,WIH3.2021,187,0.560113616343863,1.79077330542786
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,2,WIH3.2021,183,0.389409137451004,1.89672648660905
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,2,WIH3.2021,185,0.432112003775672,1.84696169409771
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,DEH1.2020,520,-0.0440135841157008,2.12762916404156
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,DEH1.2020,522,0.291677645322009,3.10051731906643
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,DEH1.2020,522,0.484432525413469,2.69526783050045
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,DEH1.2020,520,0.523348569142117,3.24314593348897
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,DEH1.2020,520,0.330393269346861,2.38136165225306
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,IAH4.2021,511,0.459698802121078,1.48919807889681
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,IAH4.2021,514,0.407736382521015,1.86006996032355
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,IAH4.2021,514,0.496461069659104,1.82400483466566
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,IAH4.2021,512,0.404121838180918,1.652232464588
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,IAH4.2021,513,0.453035711655766,1.42595385377678
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,MIH1.2020,185,0.343823645842693,1.94231822669087
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,MIH1.2020,189,0.285095540310209,1.67980581633244
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,MIH1.2020,188,0.383935856616399,1.93153778802461
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,MIH1.2020,188,0.231817263986657,1.26237972039982
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,MIH1.2020,186,0.351893489024081,1.23309859246965
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,MNH1.2020,184,0.239812100757922,2.31858064729919
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,MNH1.2020,186,0.276353218380026,1.69173852416984
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,MNH1.2020,185,0.170140895510692,2.74270435282372
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,MNH1.2020,185,0.121912149865825,2.13869302520091
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,MNH1.2020,183,0.197836382120335,1.99060434806654
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,MNH1.2021,186,0.334937985045395,1.95697297427982
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,MNH1.2021,191,0.556199648857744,1.31656086985106
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,MNH1.2021,189,0.334317915440766,2.40061086715249
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,MNH1.2021,189,0.538368139746722,1.39655570237744
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,MNH1.2021,187,0.569606351836187,1.47493591039192
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,MOH1.2020,454,0.148275931105488,5.12642238023899
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,MOH1.2020,458,0.15418638048818,3.61731003746404
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,MOH1.2020,460,0.317346594456493,3.97165143556787
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,MOH1.2020,454,0.0629884521373434,5.39424693058687
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,MOH1.2020,454,0.0917479346300943,4.08382490407496
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,NEH1.2021,185,0.22318098761283,3.32479598879186
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,NEH1.2021,188,0.295579717446931,3.39651438713273
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,NEH1.2021,186,0.401973703760697,3.7241784515142
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,NEH1.2021,186,0.311936890458348,3.2780818217942
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,NEH1.2021,184,0.441041737922388,4.11791724638603
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,TXH1.2020,185,0.322496939811154,1.69814350775165
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,TXH1.2020,188,0.667719351544961,1.98089127064253
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,TXH1.2020,186,0.612574609935853,1.87710751528224
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,TXH1.2020,186,0.630364452103609,1.73501934548209
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,TXH1.2020,184,0.677045647982676,1.68507410363499
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,TXH1.2021,185,0.211172226417756,1.51060087189569
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,TXH1.2021,188,0.163440298878595,1.64206742052549
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,TXH1.2021,186,0.261509392191313,1.54889448719606
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,TXH1.2021,186,0.17397461518773,1.59163100678541
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,TXH1.2021,184,0.223296990982158,1.59865597321972
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,TXH2.2020,185,0.493765556400568,1.32288860715038
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,TXH2.2020,188,0.51620666376129,1.62222992574394
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,TXH2.2020,186,0.461909557967462,1.6285213245054
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,TXH2.2020,186,0.523811355677512,1.61652196017466
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,TXH2.2020,184,0.465771672471108,1.69815879168142
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,TXH2.2021,185,0.130186240815819,1.96927945739958
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,TXH2.2021,188,0.053561632712583,2.04313297449824
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,TXH2.2021,186,0.00696238143999453,2.18154991364232
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,TXH2.2021,186,0.0338578223428198,2.04393288131609
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,TXH2.2021,184,-0.0236109999819468,2.228578309873
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,TXH3.2020,186,0.0495402275306691,2.15156325126997
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,TXH3.2020,191,-0.0530087947435236,3.69904270298061
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,TXH3.2020,189,-0.0191355302769221,2.85133754960558
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,TXH3.2020,189,-0.0295018103607029,2.63798169284977
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,TXH3.2020,187,-0.00224939423445133,3.42650779531901
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,TXH3.2021,185,0.407776932939597,3.49701057753735
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,TXH3.2021,188,0.442450482422347,3.88715827922799
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,TXH3.2021,186,0.363616809138388,3.6364427303728
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,TXH3.2021,186,0.483119584500224,3.98468514878653
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,TXH3.2021,184,0.387509037903579,4.2649276215216
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,WIH1.2020,184,0.543471080560767,1.97455443408214
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,WIH1.2020,186,0.534012148760116,1.90441359814423
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,WIH1.2020,185,0.568021250361409,1.92631287015339
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,WIH1.2020,185,0.516754177091984,2.09971392267702
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,WIH1.2020,183,0.511920039391985,2.05633913756309
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,WIH1.2021,185,0.411945158262016,2.81390569943655
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,WIH1.2021,188,0.352021100231576,2.83668996576866
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,WIH1.2021,186,0.46736989444201,2.58114976740473
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,WIH1.2021,186,0.371679327061631,2.30926664382528
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,WIH1.2021,184,0.422023447214337,2.45765542889287
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,WIH2.2020,519,0.335814962322478,2.79950458461581
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,WIH2.2020,520,0.323536187133455,2.89593091834245
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,WIH2.2020,519,0.330622541000444,3.04539274872438
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,WIH2.2020,519,0.380952863429528,2.64018449558091
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,WIH2.2020,520,0.307105659190478,2.66734173940228
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,WIH2.2021,517,0.272205557365284,2.32179969483482
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,WIH2.2021,522,0.418620890462505,1.93887529099969
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,WIH2.2021,522,0.28175148511787,2.27200459836344
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,WIH2.2021,522,0.254465674206085,2.97808313308604
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,WIH2.2021,521,0.272006427553581,2.51510842988103
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,WIH3.2020,185,0.351939031062653,2.31670496782778
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,WIH3.2020,189,0.343431392294052,2.47630004656664
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,WIH3.2020,188,0.351662666457137,2.37198452893996
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,WIH3.2020,188,0.28385755701911,2.3773264867865
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,WIH3.2020,186,0.31092392733708,2.42830151028381
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,3,WIH3.2021,185,0.446335497268982,1.93996232312379
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,3,WIH3.2021,188,0.559988756993623,2.49954996651493
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,3,WIH3.2021,186,0.433860087101657,1.63388184061871
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,3,WIH3.2021,186,0.493872313288498,1.87171941471245
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,3,WIH3.2021,184,0.5223979985064,1.79115557281393
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,4,DEH1.2020,522,0.445738676465587,1.91934285949226
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,4,DEH1.2020,522,0.0130910972631373,2.85177810988967
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,4,DEH1.2020,521,0.665949650471687,2.1234420969527
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,4,DEH1.2020,524,0.152455039321087,3.40923865224311
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,4,DEH1.2020,522,0.577702329422637,2.08486544711441
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,4,IAH4.2021,515,0.399576395913469,1.73689212749353
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,4,IAH4.2021,514,0.468235410889648,1.55228135245349
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,4,IAH4.2021,512,0.429322122563817,1.6372428664924
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,4,4,IAH4.2021,516,0.381076243279613,1.70298957501346
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,5,4,IAH4.2021,516,0.466798362810976,1.5349663157618
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,1,4,MIH1.2020,187,0.33474368896228,1.69547898978333
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,2,4,MIH1.2020,188,0.401620825547577,1.53027251094759
TNP,VI+genomic+weather,DAP,TNP VI+G+W,CV0,3,4,MIH1.2020,185,0.362569729784807,1.29224445666496
